signal_date,code,name,rank,push_level,emotion_score,observed_days,tail_next_open_pct,tail_next_close_pct,tail_next_max_gain_pct,latest_return_pct,best_return_available,return_3d_pct,return_5d_pct,return_10d_pct,max_gain_3d_pct,max_gain_5d_pct,max_gain_10d_pct,reasons,risks,strategy_version
2026-04-27,600707,彩虹股份,31,普通观察,72.0,16,0.34,-2.48,1.8,25.0,25.9,-8.9,1.8,21.28,2.48,2.48,25.9,人气Top50；当日涨停附近；收在日内高位；温和放量；站上20日线且不过热；人气排名明显上升,-,v2
2026-04-24,688041,海光信息,98,不推送,44.0,17,5.26,3.95,7.02,9.61,25.89,-2.19,20.85,22.17,7.02,24.74,25.89,当日强涨；放量仍可控；近5日趋势升温；站上20日线且不过热,-,v2
2026-04-24,300475,香农芯创,58,不推送,6.0,17,1.12,5.52,6.67,15.82,25.89,7.56,20.12,20.11,10.26,25.89,25.89,当日上涨；放量仍可控；站上20日线且不过热,收盘承接偏弱；上影线偏长,v2
2026-04-20,600487,亨通光电,6,强推观察,94.0,21,-2.28,-1.79,-0.8,19.97,25.85,14.17,17.23,24.75,15.45,22.34,25.85,人气Top10；当日强涨；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,热度可能进入后段,v2
2026-05-11,300308,中际旭创,89,不推送,0.0,9,9.95,16.47,17.04,18.76,25.84,23.34,19.57,,24.59,25.84,,站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱；量能不足；强势市里个股相对走弱；v2回避转弱弱收盘样本,v2
2026-04-27,600186,莲花控股,43,不推送,50.0,16,0.21,5.35,8.67,25.8,25.8,14.78,19.16,12.85,23.66,23.66,23.66,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升,热度可能进入后段,v2
2026-04-10,300274,阳光电源,52,不推送,14.0,27,-1.87,2.11,3.69,25.78,25.78,1.84,0.97,1.77,8.14,8.14,8.14,当日上涨；温和放量,仍在20日线下方,v2
2026-04-28,600105,永鼎股份,62,不推送,16.0,15,-0.54,-3.41,0.45,5.48,25.73,-2.61,11.35,14.83,0.45,12.58,25.73,温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段,v2
2026-04-24,601016,节能风电,39,不推送,28.0,17,-2.23,3.79,6.03,3.12,25.67,1.79,4.69,25.67,8.26,8.26,25.67,人气Top50；放量仍可控；近5日趋势升温；站上20日线且不过热；连续上榜确认,收盘承接偏弱；人气排名明显回落,v2
2026-04-24,600206,有研新材,34,不推送,46.0,17,1.05,0.3,4.24,11.8,25.62,0.79,5.48,16.9,4.24,10.03,25.62,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；人气排名明显上升,-,v2
2026-04-29,601868,中国能建,90,不推送,6.0,14,-0.7,-0.7,-0.35,4.91,25.61,9.47,14.04,10.53,9.47,19.65,25.61,收盘承接较强,近5日趋势未确认,v2
2026-04-15,600172,黄河旋风,77,不推送,0.0,24,-1.6,0.23,1.14,25.6,25.6,2.4,-3.31,-4.91,4.69,4.69,5.14,温和放量；站上20日线且不过热,当日转弱；收盘承接偏弱,v2
2026-04-21,002436,兴森科技,98,不推送,52.0,20,2.8,1.49,4.5,25.56,25.56,1.1,-1.17,13.47,4.54,7.69,16.06,当日上涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热,-,v2
2026-05-08,002081,金螳螂,1,不推送,16.0,10,1.75,5.84,9.2,-13.28,25.55,15.04,14.6,-13.28,23.5,25.55,25.55,人气Top3；近5日强势延续；连续上榜确认；市场强势且个股相对强势,当日转弱；短线涨幅偏高；远离20日线过多；v2回避转弱弱收盘样本,v2
2026-04-14,002272,川润股份,80,不推送,58.0,25,-1.93,-2.79,1.63,25.51,25.51,2.95,-1.78,-11.18,6.76,8.03,8.03,当日上涨；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热,-,v2
2026-05-08,300308,中际旭创,96,不推送,10.0,10,1.44,7.27,8.03,18.43,25.49,19.71,19.79,18.43,20.06,25.49,25.49,近5日趋势升温；站上20日线且不过热；连续上榜确认；市场强势且个股相对强势,当日转弱；量能不足；人气排名明显回落,v2
2026-04-10,300058,蓝色光标,89,不推送,12.0,27,-2.0,0.3,2.91,3.76,25.47,-0.36,9.16,5.52,6.0,10.49,25.47,温和放量；近5日趋势升温；站上20日线且不过热,当日转弱；收盘承接偏弱,v2
2026-05-13,601991,大唐发电,1,不推送,0.0,7,17.71,4.5,17.71,0.0,25.4,15.09,9.43,,17.85,25.4,,人气Top3；持续霸榜；市场强势且个股相对强势,当日转弱；收盘承接偏弱；量能不足；短线涨幅过热；远离20日线过多；热度可能进入后段；v2回避转弱弱收盘样本,v2
2026-05-15,601991,大唐发电,2,不推送,8.0,5,11.47,15.09,17.85,0.0,25.4,9.43,0.0,,25.4,25.4,,人气Top3；近5日趋势升温；持续霸榜；震荡市里保持相对强势,当日转弱；收盘承接偏弱；量能不足；偏离20日线较大；热度可能进入后段；v2回避转弱弱收盘样本,v2
2026-05-12,601991,大唐发电,1,不推送,0.0,8,3.63,6.97,6.97,0.0,25.4,14.95,21.63,,17.71,25.4,,人气Top3；持续霸榜；市场强势且个股相对强势,当日转弱；收盘承接偏弱；量能不足；短线涨幅过热；远离20日线过多；热度可能进入后段；v2回避转弱弱收盘样本,v2
2026-05-14,601991,大唐发电,1,不推送,0.0,6,1.45,14.95,14.95,0.0,25.4,21.63,2.32,,25.4,25.4,,人气Top3；近5日强势延续；持续霸榜,当日转弱；收盘承接偏弱；量能不足；短线涨幅偏高；远离20日线过多；热度可能进入后段；弱市先收缩执行；弱市里的长连榜样本优先降权；v2回避转弱弱收盘样本,v2
2026-05-18,601991,大唐发电,4,不推送,2.0,4,15.09,21.63,25.4,0.0,25.4,2.32,,,25.4,,,人气Top10；近5日趋势升温；持续霸榜；震荡市里保持相对强势,当日转弱；收盘承接偏弱；量能不足；偏离20日线较大；热度可能进入后段；v2回避转弱弱收盘样本,v2
2026-05-19,688808,联讯仪器,52,不推送,32.0,3,-0.07,12.5,13.22,25.36,25.36,25.36,,,25.36,,,当日上涨；收盘承接较强；温和放量；近5日强势延续；震荡市里保持相对强势；震荡市里承接未失控,短线涨幅偏高；偏离20日线较大；后段人气股在偏弱环境里更谨慎；v2回避前段过热样本,v2
2026-05-07,300308,中际旭创,43,不推送,56.0,11,-1.43,0.97,2.45,18.29,25.35,16.01,22.85,13.21,16.57,24.09,25.35,人气Top50；收盘承接较强；温和放量；站上20日线且不过热；连续上榜确认；人气排名明显上升；市场强势且个股相对强势,-,v2
2026-04-24,600338,西藏珠峰,95,不推送,54.0,17,1.02,10.01,10.01,-9.35,25.3,22.33,17.32,1.46,22.33,25.3,25.3,当日涨停附近；收在日内高位；放量仍可控；站上20日线且不过热,-,v2
2026-04-10,000889,中嘉博创,43,不推送,53.0,27,-1.61,-9.89,0.0,-2.76,25.29,8.97,21.61,10.11,8.97,25.06,25.29,人气Top50；当日涨停附近；收在日内高位；近5日强势延续；站上20日线且不过热；v2低分涨停修正,放量过猛；短线涨幅偏高,v2
2026-04-27,603178,圣龙股份,57,不推送,8.0,16,-0.98,5.23,8.33,14.89,25.29,11.84,16.26,19.54,11.84,20.57,25.29,站上20日线且不过热；人气排名明显上升,近5日趋势未确认,v2
2026-04-27,300274,阳光电源,79,不推送,0.0,16,-4.88,-1.67,0.32,25.21,25.21,4.06,5.65,2.77,6.19,7.84,11.2,温和放量,当日转弱；近5日趋势未确认,v2
2026-05-08,300394,天孚通信,44,不推送,16.0,10,0.79,0.37,1.3,12.64,25.21,14.36,20.95,12.64,16.05,25.21,25.21,人气Top50；近5日趋势升温；市场强势且个股相对强势,量能不足,v2
2026-05-12,600172,黄河旋风,69,不推送,21.0,8,9.53,18.76,18.76,10.23,25.18,10.93,8.53,,25.18,25.18,,温和放量；近5日趋势升温；站上20日线且不过热；市场强势且个股相对强势,收盘承接偏弱；v2回避中后段放量追高样本,v2
2026-05-13,600172,黄河旋风,17,普通观察,68.0,7,20.16,18.66,25.18,10.23,25.18,10.73,7.32,,25.18,25.18,,人气Top20；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；市场强势且个股相对强势；v2热点回踩观察,收盘承接偏弱,v2
2026-04-14,001896,豫能控股,48,不推送,40.0,25,0.0,10.03,10.03,4.65,25.17,13.41,13.55,4.45,20.12,25.17,25.17,人气Top50；当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认,收盘承接偏弱；上影线偏长,v2
2026-04-28,600111,北方稀土,29,不推送,0.0,15,2.55,10.0,10.0,10.3,25.13,19.86,18.2,16.11,19.93,21.93,25.13,人气Top50；人气排名明显上升,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方,v2
2026-04-10,002418,康盛股份,20,强推观察,110.0,27,3.51,10.02,10.02,-1.58,25.13,-3.34,8.79,8.08,10.54,10.54,25.13,人气Top20；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；首次上榜即强势；v2强势延续修正；v2低分涨停修正,-,v2
2026-04-13,300058,蓝色光标,69,不推送,46.0,26,2.36,4.41,5.68,3.45,25.09,3.99,18.08,4.41,7.19,25.09,25.09,温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升,-,v2
2026-04-28,002384,东山精密,60,不推送,2.0,15,-1.79,0.19,2.84,19.93,25.07,4.34,14.95,10.58,8.25,16.14,25.07,近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段,v2
2026-04-14,002342,巨力索具,22,重点观察,75.0,25,-0.7,6.65,9.1,-23.21,24.9,11.14,24.9,7.76,14.75,24.9,24.9,人气Top50；当日上涨；收在日内高位；温和放量；近5日强势延续；站上20日线且不过热；连续上榜确认；v2连榜升温修正,短线涨幅偏高,v2
2026-04-13,000988,华工科技,3,强推观察,116.0,26,-4.12,-3.62,-0.66,24.89,24.89,-10.26,-8.13,-5.09,-0.66,-0.66,-0.66,人气Top3；当日强涨；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；v2连榜升温修正,-,v2
2026-04-16,002709,天赐材料,98,不推送,34.0,23,-0.33,-0.76,3.07,18.87,24.85,7.43,0.51,23.84,9.13,9.91,24.85,温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,热度可能进入后段；人气排名明显回落,v2
2026-04-29,002384,东山精密,98,不推送,18.0,14,3.0,1.35,4.18,19.7,24.83,14.56,18.48,14.65,14.56,20.81,24.83,温和放量；站上20日线且不过热；持续霸榜,近5日趋势未确认；热度可能进入后段；人气排名明显回落,v2
2026-04-24,600736,苏州高新,13,不推送,7.0,17,-4.24,-10.0,-3.65,-11.18,24.82,-1.18,3.18,8.82,1.06,5.53,24.82,人气Top20；近5日强势延续；连续上榜确认；人气排名明显上升,收盘承接偏弱；放量过猛；短线涨幅偏高；偏离20日线较大,v2
2026-04-27,603538,美诺华,19,不推送,36.0,16,-0.71,6.6,9.04,-10.57,24.8,10.74,9.31,-6.68,15.78,24.8,24.8,人气Top20；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升,当日转弱；收盘承接偏弱；热度可能进入后段,v2
2026-04-22,600206,有研新材,94,不推送,56.0,19,0.07,-3.17,2.76,11.04,24.78,-0.37,0.11,22.65,3.54,3.54,24.78,当日强涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热,人气排名明显回落,v2
2026-04-22,002709,天赐材料,92,不推送,16.0,19,-0.6,-5.74,-0.04,11.48,24.72,5.49,13.86,14.32,5.76,13.86,24.72,温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱；人气排名明显回落,v2
2026-04-14,000967,盈峰环境,65,普通观察,65.0,25,4.19,1.63,5.05,11.04,24.72,19.76,15.06,21.3,22.33,24.72,24.72,当日涨停附近；收在日内高位；放量仍可控；近5日强势延续；站上20日线且不过热；v2低分涨停修正,短线涨幅偏高,v2
2026-04-13,002051,中工国际,71,不推送,8.0,26,2.74,9.96,9.96,8.23,24.7,17.78,21.65,3.86,21.24,23.88,24.7,温和放量；站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱,v2
2026-04-17,002990,盛视科技,20,普通观察,60.0,22,5.81,-4.02,5.89,24.69,24.69,-4.95,6.01,14.45,5.89,6.01,15.53,人气Top20；当日涨停附近；收在日内高位；温和放量；连续上榜确认；人气排名明显上升,短线涨幅过热；远离20日线过多,v2
2026-05-13,001896,豫能控股,92,不推送,0.0,7,13.88,8.1,24.68,1.29,24.68,-5.4,-4.37,,24.68,24.68,,-,当日转弱；收盘承接偏弱；量能不足；近5日趋势未确认；仍在20日线下方；强势市里个股相对走弱；v2回避转弱弱收盘样本；v2回避人气转弱样本,v2
2026-05-08,002031,巨轮智能,61,观察池,50.0,10,4.25,2.83,7.65,4.82,24.65,3.26,18.98,4.82,7.65,18.98,24.65,当日涨停附近；收在日内高位；站上20日线且不过热；市场强势且个股相对强势,涨停封板不可买,v2
2026-04-13,002957,科瑞技术,57,不推送,41.0,26,1.55,-1.55,1.91,5.54,24.64,1.04,15.96,10.76,3.94,19.61,24.64,当日涨停附近；收在日内高位；近5日强势延续,短线涨幅偏高；偏离20日线较大,v2
2026-05-06,300442,润泽科技,89,不推送,0.0,13,4.42,8.03,12.15,4.82,24.61,10.13,2.6,10.41,13.29,15.65,24.61,-,当日转弱；近5日趋势未确认,v2
2026-04-24,002176,江特电机,50,强推观察,96.0,17,1.54,6.39,8.59,-5.51,24.6,18.14,15.27,5.58,18.14,24.6,24.6,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；v2强势延续修正；v2低分涨停修正,-,v2
2026-05-06,002792,通宇通讯,98,不推送,12.0,13,1.08,10.01,10.01,8.36,24.6,17.22,19.24,10.7,20.13,24.6,24.6,收盘承接较强；温和放量,近5日趋势未确认；仍在20日线下方,v2
2026-04-28,300476,胜宏科技,1,不推送,16.0,15,-2.26,6.65,9.6,19.95,24.58,4.11,14.57,8.68,9.6,17.23,24.58,人气Top3；站上20日线且不过热；人气排名明显上升,当日转弱；收盘承接偏弱；近5日趋势未确认,v2
2026-05-13,001309,德明利,55,不推送,7.0,7,14.58,18.29,21.21,10.48,24.57,20.48,14.08,,24.57,24.57,,近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升,当日转弱；量能不足；热度可能进入后段；强势市里个股相对走弱,v2
2026-04-24,002990,盛视科技,55,普通观察,66.0,17,-5.91,-10.18,-4.08,17.41,24.54,-9.74,7.76,16.43,-4.08,8.78,24.54,当日涨停附近；收在日内高位；温和放量；近5日趋势升温；人气排名明显上升,偏离20日线较大,v2
2026-04-28,601016,节能风电,64,不推送,38.0,15,-2.75,-3.59,1.06,-2.33,24.52,-0.85,3.59,6.34,1.06,7.82,24.52,温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认,人气排名明显回落,v2
2026-04-30,002309,中利集团,88,不推送,0.0,13,1.86,7.23,9.09,-10.72,24.48,7.46,9.09,-1.63,12.35,12.35,24.48,温和放量；连续上榜确认,当日转弱；收盘承接偏弱,v2
2026-05-07,002015,协鑫能科,42,不推送,51.0,11,-1.46,-1.02,0.73,4.66,24.48,3.25,14.13,-2.19,5.39,24.48,24.48,人气Top50；当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；市场强势且个股相对强势,v2回避人气转弱样本；v2回避中后段放量追高样本,v2
2026-05-06,002309,中利集团,96,不推送,0.0,13,1.86,7.23,9.09,-10.72,24.48,7.46,9.09,-1.63,12.35,12.35,24.48,温和放量；连续上榜确认,当日转弱；收盘承接偏弱,v2
2026-04-10,002475,立讯精密,3,普通观察,68.0,27,-0.69,0.72,2.3,24.44,24.44,1.03,2.7,13.44,4.81,4.81,21.49,人气Top3；当日上涨；收盘承接较强；近5日趋势升温；站上20日线且不过热,-,v2
2026-04-15,002709,天赐材料,67,不推送,16.0,24,1.05,2.43,4.15,21.76,24.36,3.46,8.6,24.36,5.58,12.58,24.36,温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱；人气排名明显回落,v2
2026-04-16,002361,神剑股份,1,普通观察,70.0,23,-2.39,-2.65,2.28,-9.87,24.35,17.81,19.37,6.7,17.81,24.35,24.35,人气Top3；当日上涨；温和放量；近5日趋势升温；持续霸榜；人气排名明显上升,偏离20日线较大；热度可能进入后段,v2
2026-04-22,603773,沃格光电,46,不推送,59.0,19,-4.44,-6.0,2.55,24.3,24.35,-0.36,8.36,24.35,2.55,8.36,24.35,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日强势延续；v2低分涨停修正,短线涨幅偏高；远离20日线过多,v2
2026-04-23,600186,莲花控股,13,强推观察,120.0,18,1.38,-3.28,3.7,24.34,24.34,4.13,13.44,5.71,7.41,22.22,22.22,人气Top20；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；v2强势延续修正；v2连榜升温修正；v2低分涨停修正,-,v2
2026-04-13,002709,天赐材料,84,不推送,28.0,26,0.19,5.01,5.33,24.34,24.34,4.6,5.65,17.66,6.38,7.81,17.96,温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认,当日转弱；人气排名明显回落,v2
2026-04-10,002709,天赐材料,40,不推送,56.0,27,-2.44,-0.66,0.51,24.32,24.32,2.1,3.79,12.89,6.36,7.79,15.41,人气Top50；当日强涨；收在日内高位；放量仍可控；站上20日线且不过热,-,v2
2026-04-27,002309,中利集团,86,不推送,2.0,16,1.68,4.09,6.73,-7.93,24.28,3.12,12.26,24.28,14.42,14.42,24.28,收盘承接较强；人气排名明显上升,近5日趋势未确认；仍在20日线下方,v2
2026-04-30,002149,西部材料,13,普通观察,72.0,13,3.01,10.0,10.0,13.56,24.19,14.06,17.05,7.45,17.46,24.19,24.19,人气Top20；当日涨停附近；收在日内高位；温和放量；站上20日线且不过热,近5日趋势未确认,v2
2026-05-06,002149,西部材料,20,重点观察,80.0,13,3.01,10.0,10.0,13.56,24.19,14.06,17.05,7.45,17.46,24.19,24.19,人气Top20；当日涨停附近；收在日内高位；温和放量；站上20日线且不过热；连续上榜确认,近5日趋势未确认,v2
2026-05-18,300604,长川科技,60,不推送,0.0,4,0.33,7.81,9.56,13.57,24.16,12.97,,,24.16,,,站上20日线且不过热,当日转弱；后段人气股在偏弱环境里更谨慎；v2回避转弱弱收盘样本；v2回避人气转弱样本,v2
2026-04-24,600118,中国卫星,85,不推送,12.0,17,-2.39,3.32,7.08,-11.54,24.09,1.69,11.21,16.3,7.08,14.21,24.09,温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段；人气排名明显回落,v2
2026-04-21,601778,晶科科技,20,不推送,54.0,20,1.57,2.99,7.87,-0.31,24.09,12.91,12.13,16.38,24.09,24.09,24.09,人气Top20；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；热度可能进入后段,v2
2026-04-13,601138,工业富联,55,不推送,16.0,26,1.38,5.78,6.45,20.57,24.06,6.5,10.43,20.74,7.7,13.7,24.06,温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱；人气排名明显回落,v2
2026-05-08,002015,协鑫能科,76,不推送,30.0,10,1.21,-1.84,5.03,4.31,24.06,13.21,5.08,4.31,13.21,24.06,24.06,收盘承接较强；近5日趋势升温；站上20日线且不过热；连续上榜确认；市场强势且个股相对强势,量能不足；人气排名明显回落,v2
2026-04-22,600330,天通股份,28,重点观察,81.0,19,4.29,-1.04,6.42,13.1,24.0,5.99,-0.81,24.0,10.09,10.09,24.0,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日强势延续；连续上榜确认；人气排名明显上升；v2低分涨停修正,短线涨幅偏高；偏离20日线较大,v2
2026-05-08,603738,泰晶科技,68,观察池,62.0,10,7.79,10.0,10.0,6.87,23.97,14.87,18.23,6.87,17.68,23.97,23.97,当日涨停附近；收在日内高位；站上20日线且不过热；连续上榜确认；人气排名明显上升；市场强势且个股相对强势,涨停封板不可买,v2
2026-04-30,600379,宝光股份,41,重点观察,83.0,13,8.76,10.01,10.01,-19.31,23.96,-0.18,2.44,-9.95,21.04,21.04,23.96,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日强势延续；连续上榜确认；人气排名明显上升；v2连榜升温修正,短线涨幅偏高；偏离20日线较大,v2
2026-05-06,600379,宝光股份,83,不推送,59.0,13,8.76,10.01,10.01,-19.31,23.96,-0.18,2.44,-9.95,21.04,21.04,23.96,当日涨停附近；收在日内高位；温和放量；近5日强势延续；连续上榜确认,短线涨幅偏高；偏离20日线较大；人气排名明显回落,v2
2026-04-24,002240,盛新锂能,33,普通观察,72.0,17,0.16,2.34,4.77,-3.57,23.95,7.26,22.01,7.99,9.05,23.95,23.95,人气Top50；当日涨停附近；收在日内高位；温和放量；站上20日线且不过热；人气排名明显上升,-,v2
2026-05-06,002044,美年健康,70,不推送,4.0,13,6.81,9.94,9.94,8.66,23.94,13.63,11.97,17.5,18.78,18.97,23.94,当日上涨；站上20日线且不过热,放量过猛,v2
2026-04-27,002156,通富微电,24,不推送,54.0,16,-0.68,-1.86,1.76,23.91,23.91,1.11,15.39,12.11,3.3,18.75,21.54,人气Top50；当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；人气排名明显上升,-,v2
2026-04-24,002475,立讯精密,70,不推送,28.0,17,3.0,9.05,10.0,9.7,23.91,4.0,1.64,21.44,10.0,10.0,23.91,温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；热度可能进入后段,v2
2026-04-13,002475,立讯精密,26,不推送,40.0,26,0.68,0.92,3.5,23.55,23.89,3.16,12.17,22.82,4.06,12.17,23.89,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认,人气排名明显回落；上影线偏长,v2
2026-04-20,603601,再升科技,58,不推送,54.0,21,0.0,4.43,4.95,23.89,23.89,-2.7,-4.05,11.24,6.94,6.94,12.01,当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升,-,v2
2026-04-20,002149,西部材料,17,强推观察,117.0,21,4.16,1.74,5.76,19.64,23.76,6.72,-3.98,21.88,11.0,11.0,23.76,人气Top20；当日涨停附近；收在日内高位；温和放量；近5日强势延续；站上20日线且不过热；连续上榜确认；人气排名明显上升；v2强势延续修正；v2连榜升温修正；v2低分涨停修正,短线涨幅偏高,v2
2026-04-28,002580,圣阳股份,27,不推送,36.0,15,-1.36,-3.05,1.56,-11.59,23.73,0.95,11.53,-4.44,1.56,11.53,23.73,人气Top50；收盘承接较强；温和放量；站上20日线且不过热；持续霸榜,近5日趋势未确认；热度可能进入后段；人气排名明显回落,v2
2026-05-08,002361,神剑股份,32,不推送,0.0,10,18.31,21.58,23.72,-5.14,23.72,12.95,3.33,-5.14,23.72,23.72,23.72,人气Top50；站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱；强势市里个股相对走弱；v2回避转弱弱收盘样本,v2
2026-04-27,002407,多氟多,25,不推送,58.0,16,-1.54,-2.75,-0.9,23.7,23.7,4.63,8.2,-4.52,5.74,12.43,12.43,人气Top50；当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认,-,v2
2026-05-07,603629,利通电子,27,不推送,0.0,11,-3.33,5.88,9.67,23.61,23.61,-0.8,7.66,13.48,9.67,13.01,14.67,人气Top50；温和放量；连续上榜确认；市场强势且个股相对强势,当日转弱；收盘承接偏弱；短线涨幅过热；远离20日线过多；人气排名明显回落；v2回避转弱弱收盘样本；v2回避人气转弱样本；v2回避前段过热样本,v2
2026-04-13,603538,美诺华,32,不推送,14.0,26,0.0,6.01,7.74,4.93,23.57,16.5,6.95,17.33,19.18,19.18,23.57,人气Top50；温和放量；近5日趋势升温；连续上榜确认,当日转弱；收盘承接偏弱；偏离20日线较大；人气排名明显回落,v2
2026-04-15,002475,立讯精密,58,不推送,2.0,24,-0.03,2.84,3.18,23.17,23.51,11.82,15.74,16.77,11.82,16.86,23.51,近5日趋势升温；站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱；人气排名明显回落,v2
2026-05-07,600522,中天科技,19,观察池,104.0,11,-0.47,6.57,7.24,14.17,23.5,14.85,14.9,9.17,20.32,20.32,23.5,人气Top20；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；市场强势且个股相对强势,涨停封板不可买,v2
2026-04-17,600552,凯盛科技,69,普通观察,72.0,22,-0.07,0.07,2.93,23.5,23.5,4.53,0.4,5.99,6.52,6.52,10.32,当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热,-,v2
2026-04-17,600105,永鼎股份,21,不推送,34.0,22,0.02,1.21,6.2,14.55,23.49,10.24,18.67,5.76,10.24,23.49,23.49,人气Top50；当日上涨；近5日趋势升温；持续霸榜；人气排名明显上升,偏离20日线较大；热度可能进入后段,v2
2026-04-10,002222,福晶科技,90,不推送,42.0,27,-1.04,1.08,2.78,23.49,23.49,-2.25,6.08,4.41,2.78,7.6,17.69,当日上涨；温和放量；近5日趋势升温；站上20日线且不过热,-,v2
2026-05-06,000925,众合科技,69,不推送,0.0,12,4.07,3.23,6.88,-13.03,23.46,1.98,23.46,-10.32,11.57,23.46,23.46,站上20日线且不过热,当日转弱；收盘承接偏弱；强势市里个股相对走弱；v2回避转弱弱收盘样本,v2
2026-05-13,600759,ST洲际,14,不推送,3.0,7,23.4,23.4,23.4,0.0,23.4,11.32,10.94,,23.4,23.4,,人气Top20；收在日内高位；持续霸榜；人气排名明显上升,当日转弱；放量过猛；近5日趋势未确认；仍在20日线下方；热度可能进入后段；强势市里个股相对走弱,v2
2026-04-28,001896,豫能控股,95,不推送,0.0,15,-2.73,7.63,9.98,0.19,23.33,4.26,4.32,-3.43,9.98,9.98,23.33,温和放量；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；人气排名明显回落,v2
2026-04-22,600869,远东股份,59,普通观察,70.0,19,-0.29,-3.84,0.29,23.28,23.28,0.35,1.28,21.19,2.62,4.71,21.19,当日涨停附近；收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热；人气排名明显上升,-,v2
2026-05-07,001309,德明利,22,不推送,32.0,11,-2.8,-3.05,-1.06,9.33,23.27,0.24,17.05,6.42,4.61,19.95,23.27,人气Top50；当日上涨；放量仍可控；近5日强势延续；站上20日线且不过热；连续上榜确认；市场强势且个股相对强势,短线涨幅偏高；上影线偏长；v2回避中后段放量追高样本；v2回避前段过热样本,v2
2026-04-21,600589,大位科技,95,不推送,0.0,20,-1.63,1.72,1.91,23.25,23.25,-1.63,-7.46,19.71,9.09,9.09,19.71,温和放量,当日转弱；收盘承接偏弱；近5日趋势未确认,v2
2026-04-28,002759,天际股份,100,不推送,0.0,15,0.03,5.91,6.76,6.88,23.24,21.5,10.09,7.15,23.24,23.24,23.24,温和放量,当日转弱；收盘承接偏弱；近5日趋势未确认；人气排名明显回落,v2
2026-04-21,600105,永鼎股份,51,不推送,28.0,20,0.0,10.0,10.0,14.3,23.22,18.41,8.36,20.66,23.22,23.22,23.22,温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜,当日转弱；热度可能进入后段,v2
2026-04-23,002384,东山精密,35,不推送,20.0,18,3.66,0.66,5.0,18.16,23.22,-1.48,0.04,17.57,5.0,5.0,23.22,人气Top50；温和放量；近5日趋势升温；持续霸榜,收盘承接偏弱；偏离20日线较大；热度可能进入后段；人气排名明显回落,v2
